随机值,K值为1,K值为2,K值为3,K值为4,K值为5
0.59,2.025146175567227,1.8708616706279695,1.6278178445519786,1.268729308256147,1.1893129708896464
0.6,2.025146175567227,1.8708616706279695,1.6278178445519786,1.562830083190542,1.174624704264927
0.61,2.025146175567227,1.8708616706279695,1.6473036004703614,1.268729308256147,1.1893129708896464
0.62,2.025146175567227,1.8708616706279695,1.6473036004703614,1.423031301619752,1.2686598939430749
0.63,2.025146175567227,1.8708616706279695,1.6473036004703614,1.5015837849755755,1.2686598939430749
0.64,2.025146175567227,1.8708616706279695,1.6473036004703614,1.6082196460116367,1.4683805312802318
0.65,2.025146175567227,1.8708616706279695,1.6473036004703614,1.6082196460116367,1.3812276080335812
0.66,2.025146175567227,1.8708616706279695,1.6217528747234786,1.5426788621405554,1.4125904739234534
0.67,2.025146175567227,1.8708616706279695,1.6217528747234786,1.5426788621405554,1.4894031669860501
0.68,2.025146175567227,1.8708616706279695,1.6262977487555288,1.4213625815285742,1.3283329292984747
0.69,2.025146175567227,1.8708616706279695,1.6217528747234786,1.5426788621405554,1.3283329292984747
0.7,2.025146175567227,1.8708616706279695,1.6217528747234786,1.5426788621405554,1.3283329292984747
0.71,2.025146175567227,1.8708616706279695,1.6217528747234786,1.5426788621405554,1.4766230782108967
0.72,2.025146175567227,1.8708616706279695,1.6262977487555288,1.3996931579397418,1.3283329292984747
0.73,2.025146175567227,1.8708616706279695,1.626279434635117,1.3996931579397418,1.3681329951079602
0.74,2.025146175567227,1.8708616706279695,1.626279434635117,1.5945997413928488,1.3688753540011827
0.75,2.025146175567227,1.8708616706279695,1.6446052128573583,1.399211317725288,1.3283329292984747
0.76,2.025146175567227,1.8708616706279695,1.6446052128573583,1.405507055311213,1.352254073687401
0.77,2.025146175567227,1.8708616706279695,1.6446052128573583,1.405507055311213,1.3543268852739947
0.78,2.025146175567227,1.8708616706279695,1.6446052128573583,1.4738161166286028,1.3732337657720466
0.79,2.025146175567227,1.8708616706279695,1.6444001039428424,1.4613717878800052,1.3278547402456207
0.8,2.025146175567227,1.8708616706279695,1.644625606105046,1.405507055311213,1.367943187062331
0.81,2.025146175567227,1.8708616706279695,1.644625606105046,1.4738161166286028,1.3936429155616417
0.82,2.025146175567227,1.8708616706279695,1.6446052128573583,1.4102597832796016,1.3549890642516738
0.83,2.025146175567227,1.8708616706279695,1.6446052128573583,1.4613717878800052,1.2987631389598524
0.84,2.025146175567227,1.8708616706279695,1.6443962498491005,1.4613717878800052,1.3936429155616417
0.85,2.025146175567227,1.8708616706279695,1.6260831900472843,1.6314154051543428,1.367943187062331
0.86,2.025146175567227,1.8708616706279695,1.6443962498491005,1.4613717878800052,1.4250738475682632
0.87,2.025146175567227,1.8708616706279695,1.616659868278196,1.4613717878800052,1.331429099089323
0.88,2.025146175567227,1.8708616706279695,1.6389600876539823,1.4005001486420892,1.3160808717192796
0.89,2.025146175567227,1.8708616706279695,1.6565995642963611,1.4738161166286028,1.3507059089550628
0.9,2.025146175567227,1.8708616706279695,1.6217528747234786,1.4049050136011356,1.3507059089550628
