随机值,K值为2,K值为3,K值为4,K值为5
0.59,0.33601285599999997,0.22195198399999994,0.2931787290000001,-0.01239053900000009
0.6,0.33601285599999997,0.22195198399999994,0.2931787290000001,-0.012691262000000147
0.61,0.33601285599999997,0.22195198399999994,0.2931787290000001,-0.012691262000000147
0.62,0.33601285599999997,0.22195198399999994,0.11140445300000001,0.16944491799999994
0.63,0.33601285599999997,0.11516444999999997,0.21790999200000005,0.16972691299999987
0.64,0.33601285599999997,0.11516444999999997,0.21790999200000005,0.04711645199999981
0.65,0.33601285599999997,0.11511384000000002,0.165914369,0.08185540599999985
0.66,0.33601285599999997,0.17762139899999996,0.166725099,0.12972666199999994
0.67,0.33601285599999997,0.205169449,0.158702248,0.226171699
0.68,0.33601285599999997,0.205169449,0.158702248,0.10913824500000002
0.69,0.33601285599999997,0.205169449,0.158702248,0.09221950400000001
0.7,0.33601285599999997,0.222995096,0.11372848499999999,0.10450999799999994
0.71,0.33601285599999997,0.1922253089999999,0.102391487,0.32745990199999997
0.72,0.33601285599999997,0.1922253089999999,0.102391487,0.32745990199999997
0.73,0.33601285599999997,0.28804590399999985,0.20439793800000006,0.12963285599999996
0.74,0.33601285599999997,0.17630542000000005,0.10763141499999995,0.046140194999999995
0.75,0.33601285599999997,0.19527862399999996,0.08552910199999997,0.047689819999999994
0.76,0.33601285599999997,0.19527862399999996,0.08755563300000002,0.06678554999999986
0.77,0.33601285599999997,0.1922253089999999,0.2800569800000001,0.11313926399999996
0.78,0.33601285599999997,0.17630542000000005,0.11826814499999982,0.05820510899999998
0.79,0.33601285599999997,0.17630542000000005,0.295976869,0.11359502599999982
0.8,0.33601285599999997,0.17630542000000005,0.295976869,0.15251919699999994
0.81,0.33601285599999997,0.17630542000000005,0.295976869,0.049800904999999895
0.82,0.33601285599999997,0.283297194,0.16036261699999987,0.12964182000000002
0.83,0.33616382999999983,0.202767696,0.13034105299999998,0.06146167200000008
0.84,0.33601285599999997,0.11638959599999987,0.16463861300000016,0.17272362799999996
0.85,0.33601285599999997,0.11638959599999987,0.23094673500000007,0.04667883000000006
0.86,0.33601285599999997,0.283297194,0.12101034300000002,0.16277737599999997
0.87,0.33601285599999997,0.11638959599999987,0.2879122380000001,0.19703786199999995
0.88,0.33601285599999997,0.283297194,0.12100464,0.035302586000000025
0.89,0.33601285599999997,0.283297194,0.12100464,0.04844658600000007
0.9,0.33601285599999997,0.11448853699999995,0.28951062299999997,0.05096937999999995
