user_id,user_verified_type,weibo_type,fans_type,repost_type,like_type,comment_type
2774404970,1,0,0,0,1,0
2784898031,1,0,0,0,1,0
2796112331,0,0,0,0,1,0
2809240460,1,0,0,0,1,0
2814619872,1,0,0,0,1,0
2826319254,0,0,0,0,1,0
2878405892,1,0,0,0,1,0
2895385130,1,0,0,0,1,0
2904759211,1,0,0,0,1,0
2919265652,1,0,0,0,1,0
2972578845,0,0,0,0,1,0
3058893701,1,0,0,0,1,0
3089308444,1,0,0,0,1,0
3143022404,0,0,0,0,1,0
3144706550,1,0,0,0,1,0
3172599694,1,0,0,0,1,0
3173643207,1,0,0,0,1,0
3183492405,1,0,0,0,1,0
3211064304,0,0,0,0,1,0
3212287183,1,0,0,0,1,0
3215082647,0,0,0,0,1,0
3215918151,1,0,0,0,1,0
3218964313,1,0,0,0,1,0
3254625337,1,0,0,0,1,0
3257466635,1,0,0,0,1,0
3302689634,1,0,0,0,1,0
3309551682,1,0,0,0,1,0
3373832900,1,0,0,0,1,0
3422616782,0,0,0,0,1,0
3440988370,1,0,0,0,1,0
3484305123,0,0,0,0,1,0
3497381674,1,0,0,0,1,0
3504088385,1,0,0,0,1,0
3516620660,0,0,0,0,1,0
3529856217,1,0,0,0,1,0
3543268681,0,0,0,0,1,0
3558497775,1,0,0,0,1,0
3558925725,1,0,0,0,1,0
3585793804,1,0,0,0,1,0
3624543863,1,0,0,0,1,0
3641480321,1,0,0,0,1,0
3662834174,1,0,0,0,1,0
3673047764,1,0,0,0,1,0
3699175327,1,0,0,0,1,0
3735095045,1,0,0,0,1,0
3760705624,1,0,0,0,1,0
3806199635,1,0,0,0,1,0
3841013199,0,0,0,0,1,0
3854515992,0,0,0,0,1,0
3880189580,1,0,0,0,1,0
5000753529,1,0,0,0,1,0
5013122364,1,0,0,0,1,0
5134190578,1,0,0,0,1,0
5176587048,1,0,0,0,1,0
5196192008,1,0,0,0,1,0
5274645521,1,0,0,0,1,0
5286142904,0,0,0,0,1,0
5289488345,0,0,0,0,1,0
5334301121,0,0,0,0,1,0
5432083658,1,0,0,0,1,0
5455903429,1,0,0,0,1,0
5492735309,1,0,0,0,1,0
5511593627,1,0,0,0,1,0
5571985733,1,0,0,0,1,0
5578387362,1,0,0,0,1,0
5590760430,1,0,0,0,1,0
5592228950,1,0,0,0,1,0
5606685323,1,0,0,0,1,0
5617894057,1,0,0,0,1,0
5620151036,1,0,0,0,1,0
5656913886,1,0,0,0,1,0
5658478840,1,0,0,0,1,0
5672404181,1,0,0,0,1,0
5678410620,1,0,0,0,1,0
5696766151,0,0,0,0,1,0
5702431721,0,0,0,0,1,0
5743120946,0,0,0,0,1,0
5787481830,1,0,0,0,1,0
5813728966,1,0,0,0,1,0
5813886779,1,0,0,0,1,0
5825368354,1,0,0,0,1,0
5846212742,1,0,0,0,1,0
5867666477,0,0,0,0,1,0
5883755378,0,0,0,0,1,0
5890040654,1,0,0,0,1,0
5901188135,1,0,0,0,1,0
5919802739,1,0,0,0,1,0
5928885763,1,0,0,0,1,0
6011309186,0,0,0,0,1,0
6047259248,1,0,0,0,1,0
6082395308,0,0,0,0,1,0
6144333953,1,0,0,0,1,0
6192604651,0,0,0,0,1,0
6196434586,1,0,0,0,1,0
6254309373,1,0,0,0,1,0
6314335664,1,0,0,0,1,0
6331555596,1,0,0,0,1,0
6409278496,1,0,0,0,1,0
6420878085,1,0,0,0,1,0
6433904499,1,0,0,0,1,0
6457605594,0,0,0,0,1,0
6505535617,0,0,0,0,1,0
6513177902,0,0,0,0,1,0
6519684994,1,0,0,0,1,0
6608580162,0,0,0,0,1,0
6615148662,0,0,0,0,1,0
6882161844,1,0,0,0,1,0
7049157766,0,0,0,0,1,0
7052930202,0,0,0,0,1,0
7215325607,1,0,0,0,1,0
7223648118,1,0,0,0,1,0
7310744124,0,0,0,0,1,0
7311913737,1,0,0,0,1,0
7542307435,1,0,0,0,1,0
7555427911,0,0,0,0,1,0
7576258004,0,0,0,0,1,0
7576655968,0,0,0,0,1,0
7596378100,0,0,0,0,1,0
7598575240,1,0,0,0,1,0
7598817749,0,0,0,0,1,0
7614822529,0,0,0,0,1,0
7621200229,0,0,0,0,1,0
7642029809,1,0,0,0,1,0
1058664381,1,0,1,0,1,0
1216388575,0,0,1,0,1,0
1636678683,0,0,1,0,1,0
1702183970,1,0,1,0,1,0
1713436155,1,0,1,0,1,0
1752180247,0,0,1,0,1,0
1774114510,0,0,1,0,1,0
1823184085,0,0,1,0,1,0
1829407315,0,0,1,0,1,0
1899621707,0,0,1,0,1,0
1909250714,1,0,1,0,1,0
1918939581,0,0,1,0,1,0
1941807832,0,0,1,0,1,0
1958132051,0,0,1,0,1,0
1958345371,1,0,1,0,1,0
2035428610,1,0,1,0,1,0
2085699127,1,0,1,0,1,0
2086994143,0,0,1,0,1,0
2098514845,1,0,1,0,1,0
2106435821,1,0,1,0,1,0
2233211910,1,0,1,0,1,0
2396585524,1,0,1,0,1,0
2419556981,0,0,1,0,1,0
2427077847,1,0,1,0,1,0
2515652420,0,0,1,0,1,0
2606046724,1,0,1,0,1,0
2696344613,0,0,1,0,1,0
2813313591,0,0,1,0,1,0
2831771102,0,0,1,0,1,0
3280632060,0,0,1,0,1,0
3469830734,0,0,1,0,1,0
3564009853,0,0,1,0,1,0
3729611330,1,0,1,0,1,0
5012384433,1,0,1,0,1,0
5186098344,1,0,1,0,1,0
5300969049,0,0,1,0,1,0
5307552992,0,0,1,0,1,0
5355973082,1,0,1,0,1,0
5712620962,0,0,1,0,1,0
6617689233,0,0,1,0,1,0
6697721130,0,0,1,0,1,0
7310345737,0,0,1,0,1,0
7354234663,0,0,1,0,1,0
1585419825,1,0,0,0,1,1
1727396834,0,0,0,0,1,1
1803701817,1,0,0,0,1,1
1830765004,0,0,0,0,1,1
1930020813,1,0,0,0,1,1
1935059844,1,0,0,0,1,1
1964198481,1,0,0,0,1,1
1994178507,1,0,0,0,1,1
2017691781,1,0,0,0,1,1
2038353515,1,0,0,0,1,1
2119138874,1,0,0,0,1,1
2218792451,1,0,0,0,1,1
2313754422,1,0,0,0,1,1
2358561864,1,0,0,0,1,1
2477287611,1,0,0,0,1,1
2504872014,1,0,0,0,1,1
2573565875,1,0,0,0,1,1
2610786607,1,0,0,0,1,1
2634247622,1,0,0,0,1,1
2650783751,1,0,0,0,1,1
2687256925,1,0,0,0,1,1
2880114044,1,0,0,0,1,1
2965006757,1,0,0,0,1,1
3011668790,1,0,0,0,1,1
3194639507,1,0,0,0,1,1
3222218860,0,0,0,0,1,1
3239055394,1,0,0,0,1,1
3293133693,0,0,0,0,1,1
3423681204,1,0,0,0,1,1
3529598222,1,0,0,0,1,1
3572718257,1,0,0,0,1,1
3809668428,1,0,0,0,1,1
3881851252,1,0,0,0,1,1
3916135466,1,0,0,0,1,1
3917182519,1,0,0,0,1,1
3977652730,1,0,0,0,1,1
3991633053,1,0,0,0,1,1
5035975121,1,0,0,0,1,1
5074476149,1,0,0,0,1,1
5075850400,1,0,0,0,1,1
5154653304,1,0,0,0,1,1
5156648270,1,0,0,0,1,1
5167174385,1,0,0,0,1,1
5208527486,1,0,0,0,1,1
5396402741,1,0,0,0,1,1
5452340616,1,0,0,0,1,1
5521582982,1,0,0,0,1,1
5562766319,1,0,0,0,1,1
5608713397,1,0,0,0,1,1
5632161507,1,0,0,0,1,1
5657962434,1,0,0,0,1,1
5712137307,1,0,0,0,1,1
5728773390,1,0,0,0,1,1
5819102282,1,0,0,0,1,1
5855547525,1,0,0,0,1,1
6050894051,1,0,0,0,1,1
6080556556,1,0,0,0,1,1
6440275392,1,0,0,0,1,1
6519474673,1,0,0,0,1,1
7095988966,1,0,0,0,1,1
7325255594,0,0,0,0,1,1
7439414709,0,0,0,0,1,1
1890733600,0,0,1,0,1,1
1929652370,1,0,1,0,1,1
1935474455,0,0,1,0,1,1
1990533543,1,0,1,0,1,1
2000090825,1,0,1,0,1,1
2094828101,1,0,1,0,1,1
2270636837,1,0,1,0,1,1
2553770907,1,0,1,0,1,1
2590508312,1,0,1,0,1,1
3695814584,1,0,1,0,1,1
1248924493,0,2,0,0,1,0
1365139517,1,2,0,0,1,0
1752863270,0,2,0,0,1,0
1824692883,1,2,0,0,1,0
1931219195,0,2,0,0,1,0
2094054333,0,2,0,0,1,0
2408563290,1,2,0,0,1,0
2633486440,1,2,0,0,1,0
2646882747,1,2,0,0,1,0
3066213245,0,2,0,0,1,0
3200353973,0,2,0,0,1,0
5114141941,1,2,0,0,1,0
5135473132,1,2,0,0,1,0
5299321460,1,2,0,0,1,0
5323597140,1,2,0,0,1,0
5453011460,1,2,0,0,1,0
5463935364,1,2,0,0,1,0
7214110652,1,2,0,0,1,0
2282053300,0,2,0,0,1,1
2575101417,1,2,0,0,1,1
2810632993,1,2,0,0,1,1
2930649824,0,2,0,0,1,1
3299203424,1,2,0,0,1,1
3460123060,1,2,0,0,1,1
3740356007,0,2,0,0,1,1
3912707599,1,2,0,0,1,1
3939926412,1,2,0,0,1,1
5345420764,1,2,0,0,1,1
5366876285,1,2,0,0,1,1
5619250349,1,2,0,0,1,1
5647529951,1,2,0,0,1,1
5648628585,1,2,0,0,1,1
5995918374,1,2,0,0,1,1
6040548110,1,2,0,0,1,1
1750353804,0,2,1,0,1,1
1403611582,0,1,2,0,1,0
1436469813,0,1,2,0,1,0
1592146353,0,1,2,0,1,0
1617264814,0,1,2,0,1,0
1685336690,0,1,2,0,1,0
1727747885,0,1,2,0,1,0
1789594967,0,1,2,0,1,0
1865504713,0,1,2,0,1,0
1895394815,0,1,2,0,1,0
1910019822,0,1,2,0,1,0
1923969675,0,1,2,0,1,0
1926641510,0,1,2,0,1,0
2010666107,0,1,2,0,1,0
2015135187,0,1,2,0,1,0
2031864307,0,1,2,0,1,0
2104693617,0,1,2,0,1,0
2115259662,0,1,2,0,1,0
2138697305,0,1,2,0,1,0
2192474323,0,1,2,0,1,0
2359224985,0,1,2,0,1,0
2640662852,0,1,2,0,1,0
3253939390,0,1,2,0,1,0
3814496761,1,1,2,0,1,0
5802482157,0,1,2,0,1,0
6020516658,0,1,2,0,1,0
6112949209,0,1,2,0,1,0
6253454836,0,1,2,0,1,0
